0,1,2
1.1637154024827698e-18,1.0,0.0
8.991132005833143e-15,0.0,0.9999999999999893
3.3875516325111516e-23,1.0,0.0
2.0041037708801926e-23,0.0,1.0
7.351675057694798e-80,1.0,0.0
1.5860996844779952e-187,1.0,0.0
3.713323039157557e-16,0.0,1.0
4.7172009998761774e-26,0.0,1.0
1.2949208242659962e-17,0.0,1.0
0.0,1.0,0.0
7.209019102638544e-16,0.0,1.0
8.23806594352306e-22,0.0,1.0
1.8522025038305959e-25,0.0,1.0
1.4689382371927199e-37,0.0,1.0
2.932136133417552e-22,0.0,1.0
2.485130907379656e-24,0.0,1.0
5.809086447759847e-75,0.0,1.0
1.6147063041794126e-14,0.0,0.9999999999999822
6.250124829707267e-23,0.0,1.0
2.90748215383542e-13,0.0,0.9999999999997087
2.6442714009357807e-18,0.0,1.0
4.4443796606166794e-251,1.0,0.0
1.9852537440536258e-14,0.0,0.9999999999999787
5.352488375543667e-200,1.0,0.0
7.872113358403158e-25,1.0,0.0
7.402401409129918e-45,0.0,1.0
3.4425528980746974e-24,0.0,1.0
1.0,0.0,9.002484963992371e-28
2.5348991919999813e-14,0.0,0.9999999999999751
0.9985391863534048,0.0,0.0014608136465951848
1.9027136199417577e-29,0.0,1.0
5.656619843957777e-23,0.0,1.0
1.8707133525437368e-20,0.0,1.0
1.5170486885068408e-18,0.0,1.0
1.5203493302816813e-18,0.0,1.0
2.0251032676172736e-13,0.0,0.9999999999997975
2.9805132961023143e-17,0.0,1.0
2.4533586497981347e-29,0.0,1.0
4.189530014513313e-46,0.0,1.0
3.1370763817407795e-20,0.0,1.0
6.294902047776471e-31,0.0,1.0
3.825217704716032e-45,0.0,1.0
1.1198743955370174e-27,0.0,1.0
4.4193554240400145e-33,0.0,1.0
7.9299823052602755e-75,0.0,1.0
8.816686928666131e-128,0.0,1.0
4.285670375810856e-12,0.0,0.9999999999957137
9.46743622537064e-28,0.0,1.0
1.5104046480494443e-29,0.0,1.0
4.492824219422002e-152,0.0,1.0
1.0,6.244548676072048e-19,0.0
1.9048903021424692e-239,1.0,0.0
0.0,1.0,0.0
2.6892214118305187e-193,1.0,0.0
7.110592864872665e-35,1.0,0.0
6.524639147530205e-79,1.0,0.0
4.844579213508013e-38,0.0,1.0
