Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
-0.05123669751539948,0.0004260672216576077,-0.11429948677788161,0.05341982187681753,-0.0004994222749215305,0.006278376344988457,0.041069623043008555,3.508559158798217e-05,-0.03248951925544688,-0.046055379255642855
-0.0794360361510524,0.019669212766574063,-0.175369830125671,-0.00037604923200117374,-6.154495976516328e-05,0.15405591268522284,0.002946913358888533,0.00010520363196714976,-0.04822439653774555,-0.06072793628135324
-0.08378376059757259,0.00010780056594706523,-0.11561286890243239,0.004212958715805208,-0.0002369749973159469,0.14245670746231442,-0.00011148454334130212,7.715632255618035e-05,-0.0441244874907893,-0.06312602158535567
-0.1919042386355042,0.05052591115898608,-0.20806276159094222,0.14297956255550684,-6.149214109618354e-05,0.0003546964726051064,0.24266771547734295,-1.0272504433722736e-05,-6.745581806960902e-06,-0.0002126266023616387
-0.15223438666300246,0.0722386418548034,-0.20075255861921312,0.3624512752485477,7.199230736021359e-05,-1.239869449886428e-05,-1.6489455353630962e-05,1.0403822339055316e-05,-4.503465307807428e-05,-8.784376454777335e-06
-0.12580045895485803,-0.0019280236014750276,-0.0436626640457465,0.007032685969550627,0.0002827223944354452,4.6525138068529794e-05,4.092394122843508e-05,9.285527806967409e-05,-0.00011643699288051238,-8.922662650573897e-05
0.00031388437462377645,0.013346188462657328,0.07614600331828804,0.0001606391998060331,0.05784642464194038,-0.0004000351990478087,-2.865994980925186e-06,0.12510468890237983,4.860094937789421e-06,0.00011749202097354261
-0.1030018211723936,0.1237041094993585,-0.0007602792790022668,0.06394431037258198,4.2867594323745255e-05,-0.00011442520866771755,0.05091990618540012,0.09900097725723299,-8.809200838760677e-05,0.0001439430139395298
-0.002851092664303906,-0.0004095255582131687,3.504426459299035e-05,-3.519817234462047e-05,0.00026156609206785553,8.810580089741601e-05,1.1997830650101183e-05,4.8858933642676185e-06,-0.000142742590151754,9.80218747785345e-06
6.997167681971628e-05,-0.001970848870600222,0.001631266808250906,0.00020209829572492293,-0.00023653960208977443,-0.0002865322685741225,-0.0001324374937760364,-2.3009997412983544e-05,0.00017439953383490453,-6.723529778656856e-05
-0.04091642249313325,-0.00026526257806615207,-0.0362820581217565,8.530667354328625e-05,6.635712479346312e-05,6.5823996734696745e-06,-4.965830697246065e-05,2.2113636884336047e-05,-8.681277495103544e-05,-7.737825424376943e-05
0.00437624398224913,0.04518534250723425,0.008162057438717304,0.0026025105522338534,8.706481927630638e-06,-0.00014921117885823598,-0.00271188212040595,-0.04541091224770782,-0.0658763802434235,-7.4188428313604405e-06
